word,count,corpus,label,Zdenka_old_hand_label
ἱκανός,247,christian_0_300,-1.0,
γνωρίζω,247,christian_0_300,-1.0,
συγχωρέω,247,christian_0_300,-1.0,
μείς,246,christian_0_300,-1.0,
παιδεία,246,christian_0_300,-1.0,
αἴσθησις,246,christian_0_300,-1.0,
παῦλος,246,christian_0_300,-1.0,
κώμη,245,christian_0_300,-1.0,
χωρίζω,245,christian_0_300,1,
ἀπολαμβάνω,245,christian_0_300,-1.0,
τελειόω,245,christian_0_300,-1,
ἐπιστολή,244,christian_0_300,-1.0,
σέβω,244,christian_0_300,-1.0,
ποτήριον,243,christian_0_300,-1.0,
κατέρχομαι,243,christian_0_300,-1.0,
οἰκοδομή,242,christian_0_300,-1.0,
ἀρκέω,242,christian_0_300,-1.0,
χρῆμα,242,christian_0_300,4,
ἐπιδημέω,242,christian_0_300,-1.0,
ἐπιδίδωμι,241,christian_0_300,-1.0,
ἰσχυρός,241,christian_0_300,-1.0,
ἀβραάμ,241,christian_0_300,-1.0,
συμφέρω,240,christian_0_300,-1.0,
ἥσσων,239,christian_0_300,7.0,
ἐκλεκτός,238,christian_0_300,-1.0,
συναγωγή,238,christian_0_300,-1.0,
ἄτοπος,238,christian_0_300,-1.0,
τίμιος,238,christian_0_300,-1.0,
ἰουδαῖος,238,christian_0_300,6,
πλάνη,237,christian_0_300,1,
βοάω,237,christian_0_300,-1.0,
πρέπω,237,christian_0_300,-1.0,
ἀμπελών,236,christian_0_300,-1.0,
κοσμέω,235,christian_0_300,-1.0,
σκεῦος,235,christian_0_300,-1.0,
ἀπιστέω,235,christian_0_300,1,
κενός,234,christian_0_300,7,
πύργος,233,christian_0_300,-1.0,
ἐγγίζω,233,christian_0_300,-1.0,
χαλεπός,233,christian_0_300,5.0,
θεραπεία,233,christian_0_300,-1.0,
σωτήριος,233,christian_0_300,-1.0,
ὑψόω,232,christian_0_300,-1,
καίω,230,christian_0_300,-1.0,
χριστιανός,230,christian_0_300,-1.0,
Ὅμηρος,230,christian_0_300,-1,
πολιτεία,229,christian_0_300,-1.0,
τελέω,228,christian_0_300,-1.0,
παραγίγνομαι,227,christian_0_300,-1.0,
Μαρία,227,christian_0_300,-1,
ἐπιτρέπω,227,christian_0_300,-1.0,
θαυμαστός,226,christian_0_300,-1.0,
ξένος,226,christian_0_300,6,
θλίβω,226,christian_0_300,-1,
διέρχομαι,225,christian_0_300,-1.0,
ἀποτίθημι,225,christian_0_300,-1.0,
ἀπάτη,223,christian_0_300,2.0,
ἄμπελος,223,christian_0_300,-1.0,
ζήτησις,223,christian_0_300,-1.0,
φιλέω,222,christian_0_300,-1.0,
θησαυρός,222,christian_0_300,-1.0,
δένδρον,221,christian_0_300,-1.0,
σκιά,221,christian_0_300,-1.0,
δεσμός,221,christian_0_300,5,
πρόφασις,221,christian_0_300,-1.0,
πλάσσω,221,christian_0_300,-1,
βασίλεια,221,christian_0_300,-1,
βρῶμα,220,christian_0_300,-1.0,
σιωπάω,219,christian_0_300,-1.0,
ποικίλος,219,christian_0_300,-1.0,
ψεύδω,219,christian_0_300,2.0,
χρυσός,218,christian_0_300,-1.0,
χρηματίζω,218,christian_0_300,-1.0,
σωφροσύνη,218,christian_0_300,-1.0,
ἀγρός,216,christian_0_300,-1.0,
συλλαμβάνω,216,christian_0_300,-1.0,
ἀσπάζομαι,216,christian_0_300,-1.0,
ἐπέρχομαι,216,christian_0_300,-1.0,
πένης,216,christian_0_300,-1.0,
φιλοσοφέω,216,christian_0_300,-1.0,
ταπεινόω,215,christian_0_300,-1,
ἀνατολή,215,christian_0_300,-1.0,
ἐλεύθερος,215,christian_0_300,-1.0,
κατέχω,215,christian_0_300,5.0,
περιτομή,215,christian_0_300,-1.0,
προγιγνώσκω,215,christian_0_300,-1,
ἄγαλμα,215,christian_0_300,1,
μαρτύριον,214,christian_0_300,5.0,
ἀναπαύω,214,christian_0_300,-1.0,
θῆλυς,214,christian_0_300,-1.0,
ἀξία,214,christian_0_300,-1,
ἀκόλουθος,214,christian_0_300,-1.0,
πονηρία,213,christian_0_300,7.0,
μηνύω,213,christian_0_300,-1.0,
σύνεσις,212,christian_0_300,-1.0,
τέταρτος,212,christian_0_300,-1.0,
σκοπέω,212,christian_0_300,-1.0,
μάθημα,212,christian_0_300,-1.0,
νεφέλη,211,christian_0_300,-1.0,
γεύω,211,christian_0_300,-1,
ἄστρον,211,christian_0_300,-1.0,
ναῦς,211,christian_0_300,-1.0,
Ἰωσήφ,210,christian_0_300,-1,
ἁγιάζω,210,christian_0_300,-1.0,
φυλακή,210,christian_0_300,5.0,
ἀσθενής,210,christian_0_300,-1.0,
εὐαγγελίζομαι,210,christian_0_300,-1,
διακρίνω,210,christian_0_300,1,
χαρίζω,210,christian_0_300,-1.0,
καταργέω,210,christian_0_300,-1.0,
ἰσχύω,209,christian_0_300,-1.0,
χρηστός,209,christian_0_300,-1.0,
σπεύδω,209,christian_0_300,-1.0,
ἄπιστος,208,christian_0_300,1,
αἰνίσσομαι,208,christian_0_300,-1,
κοιλία,207,christian_0_300,4.0,
ἀπόρρητος,207,christian_0_300,-1,
ταχύς,206,christian_0_300,-1.0,
ἄνεμος,206,christian_0_300,-1.0,
μαρτυρία,206,christian_0_300,5.0,
φρόνησις,205,christian_0_300,-1.0,
πολεμέω,205,christian_0_300,5.0,
φιλία,205,christian_0_300,-1.0,
Σωκράτης,204,christian_0_300,-1,
Σίμων,203,christian_0_300,6,
καθέζομαι,203,christian_0_300,-1,
ἀσθένεια,203,christian_0_300,4.0,
μονογενής,203,christian_0_300,-1.0,
κοινωνία,203,christian_0_300,-1.0,
σεμνός,203,christian_0_300,-1.0,
ἔρως,203,christian_0_300,-1.0,
Ματθαῖος,203,christian_0_300,-1,
ἰακὼβ,203,christian_0_300,-1,
πορνεία,202,christian_0_300,4.0,
καθίζω,202,christian_0_300,-1.0,
συνέρχομαι,202,christian_0_300,-1.0,
ἀγωνίζομαι,202,christian_0_300,5.0,
κοιμάω,201,christian_0_300,-1,
ἄρσην,201,christian_0_300,-1.0,
ἵππος,201,christian_0_300,-1.0,
μέτρον,200,christian_0_300,-1.0,
παρρησία,200,christian_0_300,-1.0,
ἀπαιτέω,200,christian_0_300,-1.0,
τράπεζα,199,christian_0_300,-1.0,
ἐπαινέω,199,christian_0_300,-1.0,
γυμνός,198,christian_0_300,-1.0,
ἐνίστημι,198,christian_0_300,-1.0,
τελευτάω,197,christian_0_300,5,
ἀρχαῖος,197,christian_0_300,-1.0,
ὀστέον,197,christian_0_300,-1.0,
ἐγκαταλείπω,197,christian_0_300,-1,
βιάζω,197,christian_0_300,5.0,
πλήρης,197,christian_0_300,-1.0,
κύκλος,197,christian_0_300,-1.0,
Ἀδάμ,197,christian_0_300,-1,
διψάω,196,christian_0_300,-1.0,
ἐπιγράφω,196,christian_0_300,-1.0,
ἀνόητος,196,christian_0_300,4,
φθείρω,196,christian_0_300,4,
ὕπνος,195,christian_0_300,-1.0,
γραμματεύς,195,christian_0_300,6.0,
ἀπώλεια,195,christian_0_300,1,
ὀρθός,195,christian_0_300,-1.0,
σκληρύνω,195,christian_0_300,-1,
συντρίβω,194,christian_0_300,-1,
διαιρέω,194,christian_0_300,-1,
παράδεισος,194,christian_0_300,-1.0,
ἐπακούω,194,christian_0_300,-1,
ἀποδέχομαι,193,christian_0_300,-1.0,
ἅπας,193,christian_0_300,-1.0,
πάσχα,193,christian_0_300,-1.0,
βοηθέω,193,christian_0_300,-1.0,
βαθύς,193,christian_0_300,-1.0,
βοῦς,193,christian_0_300,-1.0,
εὔλογος,193,christian_0_300,-1.0,
δικαιόω,192,christian_0_300,-1.0,
γάλα,192,christian_0_300,-1.0,
ἄφεσις,191,christian_0_300,-1.0,
σκηνή,191,christian_0_300,-1.0,
οἰκονομέω,191,christian_0_300,-1,
νόημα,191,christian_0_300,-1.0,
ὑπομονή,190,christian_0_300,-1.0,
παράδοξος,190,christian_0_300,-1.0,
καθαίρω,190,christian_0_300,-1.0,
κοινωνέω,190,christian_0_300,-1.0,
μιμέομαι,190,christian_0_300,-1.0,
προσαγορεύω,190,christian_0_300,-1.0,
μωσῆς,190,christian_0_300,-1.0,
νυμφίος,189,christian_0_300,-1.0,
μάχαιρα,189,christian_0_300,5.0,
μακρός,189,christian_0_300,-1.0,
ἀρέσκω,189,christian_0_300,-1.0,
φυσικός,189,christian_0_300,-1.0,
Ἠλίας,189,christian_0_300,-1,
Ἰσαάκ,188,christian_0_300,-1,
γεωργός,188,christian_0_300,-1.0,
θεοσέβεια,188,christian_0_300,-1.0,
σάββατον,187,christian_0_300,-1.0,
θνῄσκω,187,christian_0_300,5.0,
ἔθος,187,christian_0_300,-1.0,
δοκιμάζω,187,christian_0_300,-1,
Ἁβραάμ,187,christian_0_300,-1,
θλῖψις,186,christian_0_300,-1,
ἀργύριον,186,christian_0_300,-1.0,
πειρασμός,186,christian_0_300,1,
διήγησις,186,christian_0_300,-1.0,
αἰσχρός,186,christian_0_300,4.0,
ἡλικία,185,christian_0_300,-1.0,
ἀνάπαυσις,185,christian_0_300,-1.0,
ἀνέχω,185,christian_0_300,-1.0,
προέρχομαι,185,christian_0_300,-1.0,
ἀφορμή,185,christian_0_300,-1,
Φαραώ,184,christian_0_300,6,
φθορά,184,christian_0_300,4.0,
πρωτότοκος,183,christian_0_300,-1.0,
Λουκᾶς,183,christian_0_300,-1,
ἐκλαμβάνω,183,christian_0_300,-1,
διακονέω,182,christian_0_300,-1.0,
ἀπάγω,182,christian_0_300,-1.0,
ἐντέλλω,182,christian_0_300,-1.0,
ὁρίζω,182,christian_0_300,-1.0,
φιλανθρωπία,182,christian_0_300,-1.0,
λέων,182,christian_0_300,-1.0,
μοιχεύω,181,christian_0_300,4,
Ἠσαΐας,181,christian_0_300,-1,
διαφθείρω,181,christian_0_300,4,
ἄπειρος,181,christian_0_300,-1.0,
φρόνιμος,180,christian_0_300,-1.0,
ὑγιής,180,christian_0_300,-1.0,
ἀγαπητός,180,christian_0_300,-1.0,
ἀληθεύω,180,christian_0_300,-1.0,
ἀκριβής,179,christian_0_300,-1.0,
βαστάζω,179,christian_0_300,-1.0,
συγγενής,179,christian_0_300,-1.0,
Μάρκος,179,christian_0_300,-1,
μοχθηρός,179,christian_0_300,5.0,
ἕξις,178,christian_0_300,-1.0,
κρείσσων,178,christian_0_300,-1.0,
κίνησις,178,christian_0_300,-1.0,
θυσιαστήριον,177,christian_0_300,-1.0,
ἀναγκάζω,177,christian_0_300,5.0,
αἰσθάνομαι,177,christian_0_300,-1.0,
δύο,177,christian_0_300,-1.0,
γαστήρ,176,christian_0_300,4.0,
λευκός,176,christian_0_300,-1.0,
ἡγεμών,176,christian_0_300,-1.0,
ῥίπτω,176,christian_0_300,-1,
νύμφη,176,christian_0_300,-1.0,
σώφρων,176,christian_0_300,-1.0,
δράκων,176,christian_0_300,1.0,
περισσός,175,christian_0_300,-1.0,
στρέφω,175,christian_0_300,-1,
πέρας,175,christian_0_300,-1.0,
λείπω,175,christian_0_300,-1.0,
ἀναγγέλλω,175,christian_0_300,-1,
ἐπιβάλλω,174,christian_0_300,-1.0,
ὅριον,174,christian_0_300,-1,
ἀπολογέομαι,174,christian_0_300,-1.0,
Ἰουδαία,173,christian_0_300,-1,
πλοῖον,173,christian_0_300,-1.0,
ὁρμάω,173,christian_0_300,-1.0,
προβάλλω,173,christian_0_300,-1,
βασιλικός,173,christian_0_300,-1.0,
φείδομαι,173,christian_0_300,-1,
ἐράω,173,christian_0_300,-1.0,
ὑπόθεσις,173,christian_0_300,-1.0,
μάγος,172,christian_0_300,1.0,
βάθος,172,christian_0_300,-1.0,
καθαιρέω,172,christian_0_300,1,
ἀπαντάω,172,christian_0_300,-1.0,
ἦθος,172,christian_0_300,-1.0,
διάθεσις,172,christian_0_300,-1.0,
ὁμοιόω,171,christian_0_300,-1,
κληρονομέω,171,christian_0_300,-1.0,
κάμνω,171,christian_0_300,-1.0,
πληγή,170,christian_0_300,5.0,
ἕλλην,169,christian_0_300,6,
οἰκουμένη,168,christian_0_300,-1.0,
βλασφημέω,168,christian_0_300,1.0,
ἐπερωτάω,167,christian_0_300,-1.0,
χεῖλος,167,christian_0_300,-1.0,
ὕψος,167,christian_0_300,-1.0,
περιτέμνω,167,christian_0_300,-1,
ἄπειμι,167,christian_0_300,-1.0,
ἀνάλογος,167,christian_0_300,-1.0,
κληρονομία,166,christian_0_300,-1.0,
ἐκχέω,166,christian_0_300,-1,
ὕψιστος,166,christian_0_300,-1.0,
ἔνδοξος,166,christian_0_300,-1.0,
πικρός,166,christian_0_300,3,
πρόσταγμα,166,christian_0_300,-1,
φυτεύω,165,christian_0_300,-1,
ἐπισκοπέω,165,christian_0_300,-1.0,
ψυχικός,165,christian_0_300,-1.0,
φιλάνθρωπος,165,christian_0_300,-1.0,
περιβάλλω,164,christian_0_300,-1.0,
εὐεργετέω,164,christian_0_300,-1,
Σολομών,163,christian_0_300,-1,
προκόπτω,163,christian_0_300,-1,
ὁδεύω,163,christian_0_300,-1,
ἄφρων,163,christian_0_300,4.0,
κριτής,162,christian_0_300,-1,
ἀναχωρέω,162,christian_0_300,-1,
χρῄζω,162,christian_0_300,-1.0,
τρέχω,161,christian_0_300,-1.0,
συντέλεια,161,christian_0_300,-1.0,
κρίμα,161,christian_0_300,1,
μνημονεύω,161,christian_0_300,-1.0,
ἄθεος,161,christian_0_300,1,
ἐπιβουλεύω,161,christian_0_300,2.0,
τουτέστι,161,christian_0_300,-1.0,
δεῖπνον,160,christian_0_300,-1.0,
κίνδυνος,160,christian_0_300,5.0,
ἄρρητος,160,christian_0_300,-1,
παντοκράτωρ,160,christian_0_300,-1.0,
ὑφίστημι,160,christian_0_300,-1.0,
ἐρύω,159,christian_0_300,-1,
ἰχθῦς,159,christian_0_300,-1.0,
κόλπος,159,christian_0_300,-1.0,
λατρεύω,158,christian_0_300,1.0,
ἐνιαυτός,158,christian_0_300,-1.0,
δράω,158,christian_0_300,-1.0,
ὄνος,157,christian_0_300,-1.0,
Ἀθηναῖος,157,christian_0_300,-1,
χωρίον,156,christian_0_300,-1.0,
στέφανος,156,christian_0_300,-1.0,
ἐπιβαίνω,156,christian_0_300,-1,
βλάπτω,156,christian_0_300,7,
χάρισμα,156,christian_0_300,-1.0,
φάρμακον,156,christian_0_300,1.0,
κατορθόω,156,christian_0_300,-1,
πῶλος,155,christian_0_300,-1.0,
νοσέω,155,christian_0_300,-1.0,
προσδοκάω,154,christian_0_300,-1,
γελάω,154,christian_0_300,-1,
φαντασία,154,christian_0_300,1,
ἡγεμονικός,154,christian_0_300,6.0,
Ἰώβ,154,christian_0_300,-1,
ὠφέλεια,153,christian_0_300,-1.0,
καθαρίζω,153,christian_0_300,-1,
ἀδελφή,153,christian_0_300,-1.0,
παραβάλλω,153,christian_0_300,-1,
ἔξοδος,153,christian_0_300,-1.0,
ἐννοέω,153,christian_0_300,-1.0,
ἀναβλέπω,152,christian_0_300,-1,
ῥίζα,152,christian_0_300,-1.0,
μερίς,152,christian_0_300,-1.0,
χρῆσις,152,christian_0_300,-1.0,
ἀπολείπω,152,christian_0_300,-1.0,
ὄργανον,152,christian_0_300,-1.0,
πολέμιος,152,christian_0_300,5.0,
μοιχεία,151,christian_0_300,4,
αἰνέω,151,christian_0_300,-1,
δάκρυον,151,christian_0_300,-1.0,
πρόγνωσις,151,christian_0_300,-1,
μάταιος,151,christian_0_300,4.0,
ἐγκαλέω,151,christian_0_300,5.0,
ἔλεγχος,151,christian_0_300,5.0,
τρέπω,151,christian_0_300,-1.0,
ποιότης,151,christian_0_300,-1.0,
ἔλαιον,150,christian_0_300,-1.0,
κύων,150,christian_0_300,-1.0,
ταπεινός,150,christian_0_300,-1,
κολλάω,150,christian_0_300,-1,
καταγγέλλω,150,christian_0_300,-1,
ἐπίγνωσις,150,christian_0_300,-1.0,
προάγω,149,christian_0_300,-1.0,
καταδικάζω,149,christian_0_300,5,
ἀνατέλλω,149,christian_0_300,-1.0,
ἀντίκειμαι,149,christian_0_300,1,
λέγω,31052,christian_300_600,-1.0,
πᾶς,30038,christian_300_600,-1.0,
γίγνομαι,26081,christian_300_600,-1.0,
θεός,25556,christian_300_600,-1.0,
φημί,23989,christian_300_600,-1.0,
ἔχω,20495,christian_300_600,-1.0,
λόγος,16189,christian_300_600,-1.0,
ποιέω,13778,christian_300_600,-1.0,
ἄνθρωπος,11834,christian_300_600,-1.0,
πολύς,11772,christian_300_600,-1.0,
εἶπον,10106,christian_300_600,-1.0,
πατήρ,9264,christian_300_600,-1.0,
χριστός,9006,christian_300_600,-1.0,
κύριος,8939,christian_300_600,-1.0,
σῶμα,8679,christian_300_600,-1.0,
ἕτερος,8248,christian_300_600,-1.0,
μέγας,7785,christian_300_600,-1.0,
υἱός,7738,christian_300_600,-1.0,
δείκνυμι,7655,christian_300_600,-1.0,
λαμβάνω,6961,christian_300_600,-1.0,
μόνος,6722,christian_300_600,-1.0,
φύσις,6668,christian_300_600,-1.0,
δύναμις,6633,christian_300_600,-1.0,
πρῶτος,6418,christian_300_600,-1.0,
πνεῦμα,6353,christian_300_600,-1.0,
ψυχή,6315,christian_300_600,-1.0,
ἀρχή,5918,christian_300_600,-1.0,
ἐρῶ,5913,christian_300_600,-1.0,
ὑπάρχω,5802,christian_300_600,-1.0,
γῆ,5665,christian_300_600,-1.0,
ὁράω,5639,christian_300_600,-1.0,
βασιλεύς,5625,christian_300_600,-1.0,
χρόνος,5615,christian_300_600,-1.0,
δύναμαι,5473,christian_300_600,-1.0,
ἅγιος,5429,christian_300_600,-1.0,
κινέω,5230,christian_300_600,-1.0,
νόμος,5220,christian_300_600,-1.0,
οἶδα,5022,christian_300_600,-1.0,
δεῖ,5000,christian_300_600,-1.0,
καλέω,4997,christian_300_600,-1.0,
δίδωμι,4795,christian_300_600,-1.0,
τόπος,4759,christian_300_600,-1.0,
ἔρχομαι,4682,christian_300_600,-1.0,
εἷς,4625,christian_300_600,-1.0,
ὅλος,4567,christian_300_600,-1.0,
λοιπός,4549,christian_300_600,-1.0,
θεῖος,4512,christian_300_600,-1.0,
δοκέω,4467,christian_300_600,-1.0,
ἕκαστος,4409,christian_300_600,-1.0,
συμβαίνω,4284,christian_300_600,-1.0,
βούλομαι,4249,christian_300_600,-1.0,
ἀνάγκη,4232,christian_300_600,5,
ἀνήρ,4146,christian_300_600,-1.0,
εἶδος,4041,christian_300_600,-1.0,
κίνησις,4010,christian_300_600,-1.0,
οὐσία,3974,christian_300_600,-1.0,
ἀκούω,3938,christian_300_600,-1.0,
πίστις,3931,christian_300_600,-1.0,
ἀγαθός,3868,christian_300_600,-1.0,
γιγνώσκω,3867,christian_300_600,-1.0,
ἐκκλησία,3855,christian_300_600,-1.0,
σάρξ,3848,christian_300_600,-1.0,
ἅπας,3831,christian_300_600,-1.0,
πόλις,3823,christian_300_600,-1.0,
τρόπος,3780,christian_300_600,-1.0,
ὄνομα,3723,christian_300_600,-1.0,
ἡμέρα,3710,christian_300_600,-1.0,
ἔθνος,3690,christian_300_600,6.0,
πρᾶγμα,3545,christian_300_600,-1.0,
μέρος,3534,christian_300_600,-1.0,
δόξα,3497,christian_300_600,-1.0,
ἴδιος,3441,christian_300_600,-1.0,
τυγχάνω,3418,christian_300_600,-1.0,
οὐρανός,3368,christian_300_600,-1.0,
γράφω,3328,christian_300_600,-1.0,
ὕλη,3315,christian_300_600,-1.0,
φέρω,3291,christian_300_600,-1.0,
πάσχω,3220,christian_300_600,5.0,
μέλλω,3042,christian_300_600,-1.0,
τίθημι,3018,christian_300_600,-1.0,
ἔργον,2979,christian_300_600,-1.0,
νόος,2935,christian_300_600,-1.0,
μέσος,2929,christian_300_600,-1.0,
πρότερος,2921,christian_300_600,-1.0,
ζῷον,2896,christian_300_600,-1.0,
ὕδωρ,2884,christian_300_600,-1.0,
πιστεύω,2881,christian_300_600,-1.0,
προφήτης,2878,christian_300_600,-1.0,
θάνατος,2875,christian_300_600,5.0,
ἀληθής,2866,christian_300_600,-1.0,
δῆλος,2820,christian_300_600,-1.0,
εὑρίσκω,2805,christian_300_600,-1.0,
ἐθέλω,2769,christian_300_600,-1.0,
ἐνέργεια,2760,christian_300_600,-1.0,
ὅσος,2732,christian_300_600,-1,
ἐναντίος,2718,christian_300_600,7.0,
μένω,2708,christian_300_600,-1.0,
αἰτία,2700,christian_300_600,-1.0,
πάρειμι,2690,christian_300_600,-1.0,
ἰουδαῖος,2683,christian_300_600,6,
καιρός,2666,christian_300_600,-1.0,
δεύτερος,2640,christian_300_600,-1.0,
ἰησοῦς,2637,christian_300_600,-1.0,
ὑπόκειμαι,2632,christian_300_600,-1.0,
πῦρ,2577,christian_300_600,-1.0,
αἴτιος,2571,christian_300_600,-1,
ἁμαρτία,2563,christian_300_600,7.0,
ἀπόστολος,2550,christian_300_600,-1.0,
χείρ,2544,christian_300_600,-1.0,
ἀήρ,2536,christian_300_600,-1.0,
ἄγγελος,2532,christian_300_600,-1.0,
κόσμος,2504,christian_300_600,-1.0,
ἀλήθεια,2499,christian_300_600,-1.0,
φαίνω,2486,christian_300_600,-1.0,
γένος,2482,christian_300_600,-1.0,
φωνή,2471,christian_300_600,-1.0,
οἰκεῖος,2451,christian_300_600,-1.0,
ἄπειρος,2448,christian_300_600,-1.0,
διδάσκω,2437,christian_300_600,-1.0,
ἀδύνατος,2413,christian_300_600,-1.0,
χάρις,2413,christian_300_600,-1.0,
γυνή,2407,christian_300_600,-1.0,
αἴσθησις,2362,christian_300_600,-1.0,
ἐνδέχομαι,2358,christian_300_600,-1.0,
ζωή,2354,christian_300_600,-1.0,
δέχομαι,2350,christian_300_600,-1.0,
ἐπίσκοπος,2347,christian_300_600,-1.0,
δηλόω,2339,christian_300_600,-1.0,
πάθος,2337,christian_300_600,5.0,
νομίζω,2307,christian_300_600,-1.0,
δέω,2292,christian_300_600,5.0,
κοινός,2289,christian_300_600,-1.0,
εἶδον,2284,christian_300_600,-1,
πρότασις,2275,christian_300_600,-1.0,
σωτήρ,2264,christian_300_600,-1.0,
ἄρχω,2264,christian_300_600,-1.0,
πλείων,2252,christian_300_600,-1,
παῦλος,2240,christian_300_600,-1.0,
γένεσις,2234,christian_300_600,-1.0,
βίος,2222,christian_300_600,-1.0,
ἀναγκαῖος,2217,christian_300_600,-1.0,
σχῆμα,2206,christian_300_600,-1.0,
νοέω,2196,christian_300_600,-1.0,
γεννάω,2180,christian_300_600,-1.0,
ζάω,2144,christian_300_600,-1.0,
χράω,2143,christian_300_600,-1.0,
ἐλάσσων,2140,christian_300_600,-1.0,
οἴομαι,2136,christian_300_600,-1.0,
κακός,2096,christian_300_600,7.0,
ζητέω,2075,christian_300_600,-1.0,
σημαίνω,2036,christian_300_600,-1.0,
λαός,2030,christian_300_600,-1.0,
γραφή,2018,christian_300_600,-1.0,
ἀδελφός,2016,christian_300_600,-1.0,
δυνατός,2011,christian_300_600,-1.0,
ἵστημι,1986,christian_300_600,-1.0,
ἄγω,1961,christian_300_600,-1.0,
μανθάνω,1961,christian_300_600,-1.0,
ἐπάγω,1951,christian_300_600,-1.0,
συνάγω,1944,christian_300_600,-1.0,
μικρός,1907,christian_300_600,-1.0,
ἀριθμός,1897,christian_300_600,-1.0,
αἰών,1849,christian_300_600,-1.0,
τέλος,1847,christian_300_600,-1.0,
ὀλίγος,1824,christian_300_600,-1.0,
μόριον,1804,christian_300_600,-1.0,
ἡγέομαι,1797,christian_300_600,-1.0,
οἷος,1789,christian_300_600,-1.0,
ὀνομάζω,1788,christian_300_600,-1.0,
ἥλιος,1777,christian_300_600,-1.0,
λευκός,1772,christian_300_600,-1.0,
ἰσραήλ,1760,christian_300_600,-1.0,
πράσσω,1745,christian_300_600,-1.0,
ὅρος,1729,christian_300_600,-1.0,
ἐκεῖνος,1728,christian_300_600,-1.0,
ἀπόδειξις,1726,christian_300_600,-1.0,
χρή,1721,christian_300_600,-1.0,
ἴσος,1721,christian_300_600,-1.0,
πείθω,1720,christian_300_600,-1.0,
ἔοικα,1702,christian_300_600,-1.0,
ἀρετή,1680,christian_300_600,-1.0,
φυσικός,1678,christian_300_600,-1.0,
καλός,1666,christian_300_600,-1.0,
προστίθημι,1657,christian_300_600,-1.0,
πληρόω,1653,christian_300_600,-1.0,
ἔτος,1653,christian_300_600,-1.0,
δίκαιος,1651,christian_300_600,-1.0,
διάνοια,1651,christian_300_600,-1.0,
ἕπομαι,1641,christian_300_600,-1.0,
ὅμοιος,1638,christian_300_600,-1.0,
ἀναιρέω,1637,christian_300_600,5,
Ῥωμαῖος,1631,christian_300_600,6,
καθίστημι,1627,christian_300_600,-1.0,
μεταβάλλω,1624,christian_300_600,-1.0,
σώζω,1616,christian_300_600,-1,
κεφαλή,1610,christian_300_600,-1.0,
πολέμιος,1605,christian_300_600,5.0,
συλλογισμός,1603,christian_300_600,-1.0,
δύο,1600,christian_300_600,-1.0,
παῖς,1599,christian_300_600,-1.0,
σημεῖον,1598,christian_300_600,-1.0,
ὁδός,1593,christian_300_600,-1.0,
ἡμέτερος,1575,christian_300_600,-1.0,
κενός,1571,christian_300_600,7,
παραδίδωμι,1557,christian_300_600,5,
ὕστερος,1549,christian_300_600,-1.0,
τρίτος,1537,christian_300_600,-1.0,
ὁμολογέω,1532,christian_300_600,-1.0,
κατηγορέω,1530,christian_300_600,5,
λαλέω,1524,christian_300_600,-1.0,
μέγεθος,1508,christian_300_600,-1.0,
ἀμφότερος,1507,christian_300_600,-1.0,
τουτέστι,1499,christian_300_600,-1.0,
καρδία,1497,christian_300_600,-1.0,
σοφία,1492,christian_300_600,-1.0,
ἰώαννης,1484,christian_300_600,-1,
οἶκος,1475,christian_300_600,-1.0,
κεῖμαι,1475,christian_300_600,-1.0,
γ,1475,christian_300_600,-1,
αἰσθητός,1451,christian_300_600,-1.0,
ὁρισμός,1451,christian_300_600,-1.0,
πλῆθος,1437,christian_300_600,-1.0,
α,1431,christian_300_600,-1,
μαθητής,1421,christian_300_600,-1.0,
πρόσωπον,1408,christian_300_600,-1.0,
παλαιός,1395,christian_300_600,-1.0,
γνῶσις,1393,christian_300_600,-1.0,
διαφορά,1392,christian_300_600,5.0,
ἀποδίδωμι,1389,christian_300_600,-1.0,
συμπέρασμα,1388,christian_300_600,-1.0,
πόλεμος,1385,christian_300_600,5.0,
νεκρός,1382,christian_300_600,5.0,
ἄξιος,1370,christian_300_600,-1.0,
β,1368,christian_300_600,-1,
χώρα,1363,christian_300_600,-1.0,
διαιρέω,1360,christian_300_600,-1,
σπέρμα,1359,christian_300_600,-1.0,
στοιχεῖον,1356,christian_300_600,-1.0,
διαφέρω,1350,christian_300_600,-1.0,
γράμμα,1341,christian_300_600,-1.0,
αἱρέω,1323,christian_300_600,-1.0,
ἀξιόω,1322,christian_300_600,-1.0,
κελεύω,1320,christian_300_600,-1.0,
παρέχω,1314,christian_300_600,-1.0,
ἐπιστήμη,1312,christian_300_600,-1.0,
αἷμα,1311,christian_300_600,5.0,
διδασκαλία,1310,christian_300_600,-1.0,
ἀνίστημι,1309,christian_300_600,-1.0,
συνίστημι,1308,christian_300_600,-1.0,
σωτηρία,1306,christian_300_600,-1.0,
ῥωμαῖος,1305,christian_300_600,6,
κρίνω,1297,christian_300_600,1,
εἰκών,1292,christian_300_600,-1.0,
ἐλπίς,1287,christian_300_600,-1.0,
ἐργάζομαι,1287,christian_300_600,-1.0,
ἀφίημι,1286,christian_300_600,-1.0,
τέλειος,1272,christian_300_600,-1.0,
πονηρός,1263,christian_300_600,7.0,
φάος,1255,christian_300_600,-1.0,
μερικός,1253,christian_300_600,-1.0,
λίθος,1252,christian_300_600,-1.0,
ἀνάστασις,1251,christian_300_600,-1.0,
κρατέω,1247,christian_300_600,5,
