word,count,corpus,lagt_label
κοινός,43,pagan_all,-1.0
ἐπανέρχομαι,43,pagan_all,
συμφορά,43,pagan_all,-1.0
βίος,42,pagan_all,-1.0
δόξα,42,pagan_all,-1.0
ἔτος,42,pagan_all,-1.0
ἀφαιρέω,41,pagan_all,5.0
ἐπάγω,41,pagan_all,-1.0
Λεωνίδας,41,pagan_all,
παρέρχομαι,40,pagan_all,-1.0
τελευτάω,40,pagan_all,-1.0
γυνή,40,pagan_all,-1.0
ἵππος,40,pagan_all,-1.0
φιλοφρονέομαι,40,pagan_all,
λιπαρέω,40,pagan_all,
μῖσος,40,pagan_all,
ἕλκω,40,pagan_all,-1.0
τόπος,40,pagan_all,-1.0
βία,39,pagan_all,
ἀναιρέω,39,pagan_all,5.0
καταλαμβάνω,39,pagan_all,-1.0
τολμάω,39,pagan_all,-1.0
ἦθος,39,pagan_all,-1.0
δυνατός,38,pagan_all,-1.0
πεῖρα,38,pagan_all,
κατηγορία,38,pagan_all,-1.0
μεθίστημι,38,pagan_all,
προέρχομαι,38,pagan_all,-1.0
κοινωνία,38,pagan_all,-1.0
διάφορος,38,pagan_all,-1.0
ἀσθένεια,38,pagan_all,
πιστεύω,38,pagan_all,-1.0
μάχομαι,37,pagan_all,5.0
διατρίβω,37,pagan_all,
ἄχθομαι,37,pagan_all,
ἐλέγχω,37,pagan_all,-1.0
Πομπήϊος,37,pagan_all,
ἐκβάλλω,37,pagan_all,-1.0
συνήθης,37,pagan_all,
ἀπολαύω,36,pagan_all,
βαρύς,36,pagan_all,-1.0
νεκρός,36,pagan_all,-1.0
ἐπιτρέχω,36,pagan_all,
ἔλεγχος,35,pagan_all,-1.0
ἐκπίπτω,35,pagan_all,
ἀμύνω,35,pagan_all,
κρατέω,35,pagan_all,5.0
ἐκφέρω,35,pagan_all,
οἴομαι,35,pagan_all,-1.0
αἰδώς,35,pagan_all,
οἰκέτης,35,pagan_all,
θρασύς,35,pagan_all,
γελάω,35,pagan_all,
ἐναντίος,35,pagan_all,7.0
τύραννος,34,pagan_all,-1.0
πληγή,34,pagan_all,
αἰσχρός,34,pagan_all,4.0
προβάλλω,34,pagan_all,
ἰσχύς,34,pagan_all,
κομίζω,33,pagan_all,-1.0
παροξύνω,33,pagan_all,
ἀποδίδωμι,33,pagan_all,-1.0
διαφθείρω,33,pagan_all,5.0
βιόω,33,pagan_all,
συνίστημι,33,pagan_all,-1.0
ἀνθρώπινος,33,pagan_all,-1.0
δυσχεραίνω,33,pagan_all,
πάθος,33,pagan_all,-1.0
περισκοπέω,33,pagan_all,
διάγω,33,pagan_all,
ὑφίστημι,33,pagan_all,
ἐπίκειμαι,33,pagan_all,
παραμένω,33,pagan_all,
σημεῖον,33,pagan_all,-1.0
ὑπόνοια,33,pagan_all,
ἀήθης,33,pagan_all,
πατήρ,32,pagan_all,-1.0
χρῆμα,32,pagan_all,-1.0
ὄχλος,32,pagan_all,-1.0
ἀμβλύς,32,pagan_all,
ἐκπλέω,32,pagan_all,
καινός,32,pagan_all,-1.0
ἑταῖρος,32,pagan_all,
ἀτιμόω,32,pagan_all,
ἁμαρτάνω,32,pagan_all,7.0
ἀναπαύω,32,pagan_all,
συμφεύγω,32,pagan_all,
παρακελεύομαι,32,pagan_all,
προσπίπτω,32,pagan_all,
Μάρκος,32,pagan_all,
τίκτω,32,pagan_all,-1.0
Τάρας,32,pagan_all,
ὑπηρέτης,32,pagan_all,
ἀδελφός,31,pagan_all,-1.0
Ἀφρικανός,31,pagan_all,
Λατῖνος,31,pagan_all,
ἐλαχύς,31,pagan_all,
χρή,31,pagan_all,-1.0
οἰκτίρω,31,pagan_all,
ἀξιόλογος,31,pagan_all,
διατίθημι,31,pagan_all,
ἅμιλλα,31,pagan_all,
ταμίας,31,pagan_all,
τιμητής,31,pagan_all,
ἐνιαυτός,31,pagan_all,
Καπύη,31,pagan_all,
προφανής,31,pagan_all,
διάγραμμα,31,pagan_all,
ἐπαγγέλλω,31,pagan_all,-1.0
δύναμις,30,pagan_all,-1.0
κρίνω,30,pagan_all,-1.0
διαφορά,30,pagan_all,-1.0
Ἄρατος,30,pagan_all,
Ἑλληνικός,30,pagan_all,
ἀνεμέσητος,30,pagan_all,
Γράγχος,30,pagan_all,
ὑπεξίσταμαι,30,pagan_all,
συμβατικός,30,pagan_all,
ξύλινος,30,pagan_all,
παρίημι,30,pagan_all,
Φιλοκράτης,30,pagan_all,
προαφίσταμαι,30,pagan_all,
ταμιεύω,30,pagan_all,
τριετία,30,pagan_all,
ἐνέχω,30,pagan_all,
Ποπίλλιος,30,pagan_all,
γράμμα,30,pagan_all,-1.0
ἀπομνημονεύω,30,pagan_all,
Κορνηλία,30,pagan_all,
ἀπαρτάω,30,pagan_all,
ἀποικία,30,pagan_all,
ἄμαχος,30,pagan_all,
ἀσυνήθης,30,pagan_all,
ἀποτροπή,30,pagan_all,
ἀντιδημαγωγέω,30,pagan_all,
Φούλβιος,30,pagan_all,
κήρυγμα,30,pagan_all,
ἀντεκτίθημι,30,pagan_all,
προσαμύνω,30,pagan_all,
ἐπιλείπω,30,pagan_all,
ἁψιμαχία,30,pagan_all,
συμπλοκή,30,pagan_all,
ἀποτυγχάνω,30,pagan_all,
ἐπεγγελάω,30,pagan_all,
Σαρδώ,30,pagan_all,
σκότος,30,pagan_all,1.0
περιχέω,30,pagan_all,
ἕτερος,30,pagan_all,-1.0
νικάω,29,pagan_all,5.0
ἥκω,29,pagan_all,-1.0
αἱρέω,29,pagan_all,-1.0
σῶμα,29,pagan_all,-1.0
ναῦς,29,pagan_all,-1.0
εὑρίσκω,29,pagan_all,-1.0
μεταβάλλω,29,pagan_all,-1.0
πίπτω,29,pagan_all,-1.0
διαλύω,28,pagan_all,
ἐκκλησία,28,pagan_all,-1.0
γῆ,28,pagan_all,-1.0
νύξ,28,pagan_all,-1.0
ἐπέχω,28,pagan_all,
πρᾶος,28,pagan_all,
ταχύς,28,pagan_all,-1.0
προάγω,28,pagan_all,
σεμνός,28,pagan_all,
ἔοικα,27,pagan_all,-1.0
χρόνος,27,pagan_all,-1.0
ἀπολαμβάνω,27,pagan_all,
ἄρχω,27,pagan_all,-1.0
παρακαλέω,27,pagan_all,-1.0
ἥμερος,27,pagan_all,
ἔχθρα,27,pagan_all,
προαιρέω,27,pagan_all,
μήτηρ,26,pagan_all,-1.0
συγγνώμη,26,pagan_all,
λείπω,26,pagan_all,-1.0
θεάομαι,26,pagan_all,-1.0
προσαγορεύω,26,pagan_all,
συμβαίνω,26,pagan_all,-1.0
ἀποκτείνω,26,pagan_all,5.0
ἀλλότριος,25,pagan_all,-1.0
πειράω,25,pagan_all,-1.0
καιρός,25,pagan_all,-1.0
ἀπογιγνώσκω,25,pagan_all,
Σπάρτη,25,pagan_all,
ἀνδρεία,25,pagan_all,
ἡλικία,25,pagan_all,
ἀσπάζομαι,25,pagan_all,
περιβάλλω,25,pagan_all,
δεινότης,25,pagan_all,
μέμφομαι,25,pagan_all,
περισῴζω,25,pagan_all,
καταβαίνω,25,pagan_all,-1.0
θυγάτηρ,25,pagan_all,-1.0
καταδύω,25,pagan_all,
φιλία,25,pagan_all,-1.0
τρόπος,24,pagan_all,-1.0
ζάω,24,pagan_all,-1.0
παραφυλάσσω,24,pagan_all,
κίνδυνος,24,pagan_all,5.0
δημόσιος,24,pagan_all,
ἀμφότερος,24,pagan_all,-1.0
καίω,24,pagan_all,
ἀποκρίνω,24,pagan_all,-1.0
μέσος,23,pagan_all,-1.0
πονηρός,23,pagan_all,7.0
ψυχή,23,pagan_all,-1.0
φοβέω,23,pagan_all,5.0
ἀπόλλυμι,23,pagan_all,5.0
δείκνυμι,23,pagan_all,-1.0
μεγαλοψυχία,23,pagan_all,
ἀφίημι,23,pagan_all,-1.0
κατάγω,23,pagan_all,
νεανίσκος,23,pagan_all,
νέος,23,pagan_all,-1.0
Μεσσήνιος,23,pagan_all,
πρέπω,23,pagan_all,-1.0
ἀναβαίνω,23,pagan_all,-1.0
εἰσφέρω,23,pagan_all,
ὄψις,23,pagan_all,-1.0
τρυφάω,22,pagan_all,
Ἕλλην,22,pagan_all,
καταβοάω,22,pagan_all,
θάνατος,22,pagan_all,5.0
ὅπλον,22,pagan_all,5.0
Λακεδαίμων,22,pagan_all,
συμφέρω,22,pagan_all,-1.0
βασιλεύω,22,pagan_all,-1.0
ἱστορία,22,pagan_all,-1.0
θορυβέω,22,pagan_all,
μνάομαι,22,pagan_all,
ἀναστρέφω,22,pagan_all,
ὁμοιότης,22,pagan_all,
μορφή,22,pagan_all,
διακρούω,22,pagan_all,
ὑστεραῖος,22,pagan_all,
ἰδιώτης,22,pagan_all,
ἄτιμος,22,pagan_all,
ἐσθής,22,pagan_all,
δεῖ,22,pagan_all,-1.0
ὀλίγος,21,pagan_all,-1.0
διαφέρω,21,pagan_all,-1.0
περιοράω,21,pagan_all,
χώρα,21,pagan_all,-1.0
βλάπτω,21,pagan_all,
Ἄγις,21,pagan_all,
σκοπέω,21,pagan_all,-1.0
Σύλλας,21,pagan_all,
Θεόπομπος,21,pagan_all,
ἀποκινδυνεύω,21,pagan_all,
παρθένος,21,pagan_all,-1.0
σκυθρωπός,21,pagan_all,
Ἀριστομένης,21,pagan_all,
πλήσσω,21,pagan_all,
ἔφορος,21,pagan_all,
συζυγία,21,pagan_all,-1.0
θεωρέω,21,pagan_all,-1.0
ἱκετεύω,21,pagan_all,
διανυκτερεύω,21,pagan_all,
ἐκκαλέω,21,pagan_all,
Νομαντῖνος,21,pagan_all,
ἀπολογίζομαι,21,pagan_all,
θυσία,21,pagan_all,-1.0
πλάσσω,21,pagan_all,
Διόσκοροι,21,pagan_all,
σωφροσύνη,21,pagan_all,
ἐλευθεριότης,21,pagan_all,
διαφαίνω,21,pagan_all,
ἀνομοιότης,21,pagan_all,
ἐκβιάζω,21,pagan_all,
ἀντικαθίστημι,21,pagan_all,
προσγίγνομαι,21,pagan_all,
κήδω,21,pagan_all,
περιέπω,21,pagan_all,
ἐπιβουλεύω,20,pagan_all,
ἐάω,20,pagan_all,-1.0
αἰσθάνομαι,20,pagan_all,-1.0
ὁμολογέω,20,pagan_all,-1.0
μάχη,20,pagan_all,5.0
σῴζω,20,pagan_all,-1.0
κινδυνεύω,20,pagan_all,
ἀμφιλογία,20,pagan_all,
Τεγέα,20,pagan_all,
ἀντιπαραβάλλω,20,pagan_all,
ἐκκόπτω,20,pagan_all,
πάμπολυς,20,pagan_all,
αὐλίζομαι,20,pagan_all,
τυραννεύω,20,pagan_all,
Νασικᾶς,20,pagan_all,
ἑστιάω,20,pagan_all,
ἱερεύς,20,pagan_all,-1.0
νυμφίος,20,pagan_all,
πινακίς,20,pagan_all,
ταμιευτικός,20,pagan_all,
δέλτος,20,pagan_all,
οἰκονομέω,20,pagan_all,
λιβανωτός,20,pagan_all,
πυκτικός,20,pagan_all,
δρομικός,20,pagan_all,
λογιότης,20,pagan_all,
ἐμφέρεια,20,pagan_all,
ἐξανθέω,20,pagan_all,
προεκτίθεμαι,20,pagan_all,
ἀμετάπειστος,20,pagan_all,
φυλή,20,pagan_all,-1.0
κατασπάζομαι,20,pagan_all,
προσάπτω,20,pagan_all,
μετακομίζω,20,pagan_all,
πραγματεύομαι,20,pagan_all,
ἅγιος,20,pagan_all,-1.0
ἄφθιτος,20,pagan_all,
χρηστός,20,pagan_all,-1.0
ἱππεύς,20,pagan_all,-1.0
Ἀθηναῖος,19,pagan_all,
ὑπάρχω,19,pagan_all,-1.0
κρατύς,19,pagan_all,
πολεμέω,19,pagan_all,5.0
σημαίνω,19,pagan_all,-1.0
δυσμενής,19,pagan_all,
ἀγνοέω,18,pagan_all,-1.0
δοῦλος,18,pagan_all,-1.0
ἐπιβουλή,18,pagan_all,
ἐπέρχομαι,18,pagan_all,-1.0
ἐπαινέω,17,pagan_all,-1.0
πυνθάνομαι,17,pagan_all,-1.0
υἱός,17,pagan_all,-1.0
πρᾶξις,17,pagan_all,-1.0
Ἀννίβας,17,pagan_all,
δέχομαι,17,pagan_all,-1.0
θάλασσα,17,pagan_all,-1.0
προσήκω,17,pagan_all,-1.0
Ἀντώνιος,17,pagan_all,
λανθάνω,17,pagan_all,-1.0
φιλέω,17,pagan_all,-1.0
πλούσιος,17,pagan_all,-1.0
ὀνομάζω,16,pagan_all,-1.0
Βροῦτος,16,pagan_all,
νόσος,16,pagan_all,5.0
ἀνίστημι,16,pagan_all,-1.0
καταφρονέω,16,pagan_all,
τιμή,16,pagan_all,-1.0
χαλεπός,16,pagan_all,-1.0
Ζεύς,16,pagan_all,
ἀπαντάω,15,pagan_all,
ἀμελέω,15,pagan_all,
θαυμάζω,15,pagan_all,-1.0
φύω,15,pagan_all,-1.0
ἐπιχειρέω,15,pagan_all,5.0
τιμάω,15,pagan_all,-1.0
ἀποδείκνυμι,15,pagan_all,-1.0
στρατιά,15,pagan_all,5.0
κεφαλή,15,pagan_all,-1.0
φωνή,15,pagan_all,-1.0
χείρ,15,pagan_all,5.0
ἵστημι,15,pagan_all,-1.0
ἀληθής,15,pagan_all,-1.0
στάσις,15,pagan_all,5.0
ἑκών,15,pagan_all,
